Title,Date,Category,Link,Agency
Two Arrested in Los Angeles for Their Roles in Hospice Fraud Conspiracy,2021-12-02,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-arrested-in-los-angeles-for-their-roles-in-hospice-fraud-conspiracy/,U.S. Department of Justice
"Life Emergency Medical Services Agreed to Pay $38,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services by an Unlicensed Individual",2021-12-02,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/life-emergency-medical-services-agreed-to-pay-38000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-by-an-unlicensed-individual/,No agency found
"Providence Man Admits to False Use of a Social Security Number to Defraud Rhode Island Food Stamp, Medicaid Programs",2021-12-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/providence-man-admits-to-false-use-of-a-social-security-number-to-defraud-rhode-island-food-stamp-medicaid-programs/,"U.S. Attorney’s Office, District of Rhode Island"
Cypress medical sales representative agrees to settle allegations regarding neurostimulator devices,2021-12-01,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cypress-medical-sales-representative-agrees-to-settle-allegations-regarding-neurostimulator-devices/,"U.S. Attorney’s Office, Southern District of Texas"
Laboratory Owner Sentenced to 82 Months in Prison for COVID-19 Kickback Scheme,2021-11-09,COVID-19 and Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laboratory-owner-sentenced-to-82-months-in-prison-for-covid-19-kickback-scheme/,U.S. Department of Justice
Three Men Admit Roles in $50 Million Health Care Fraud and Kickback Scheme,2021-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/three-men-admit-roles-in-50-million-health-care-fraud-and-kickback-scheme/,"U.S. Attorney’s Office, District of New Jersey"
North Carolina Family Sentenced in Multimillion Dollar South Carolina Medicaid Scheme,2021-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/north-carolina-family-sentenced-in-multimillion-dollar-south-carolina-medicaid-scheme/,"U.S. Attorney’s Office, District of South Carolina"
"Spokane Naturopath Agrees to Pay $47,700 Civil Penalty for Improper Prescription of Controlled Substances",2021-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/spokane-naturopath-agrees-to-pay-47700-civil-penalty-for-improper-prescription-of-controlled-substances/,"U.S. Attorney’s Office, Eastern District of Washington"
Anesthesia providers and outpatient surgery centers pay more than $28 million to resolve kickback and False Claims Act allegations,2021-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/anesthesia-providers-and-outpatient-surgery-centers-pay-more-than-28-million-to-resolve-kickback-and-false-claims-act-allegations/,"U.S. Attorney’s Office, Northern District of Georgia"
"Hertel & Brown Physical & Aquatic Therapy, Its Two Founders Aaron Hertel and Michael Brown, and 18 Employees Indicted on Fraud Charges",2021-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hertel-brown-physical-aquatic-therapy-its-two-founders-aaron-hertel-and-michael-brown-and-18-employees-indicted-on-fraud-charges/,"U.S. Attorney’s Office, Western District of Pennsylvania"
Kaléo Inc. Agrees to Pay $12.7 Million to Resolve Allegations of False Claims for Anti-Overdose Drug,2021-11-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kal%C3%A9o-inc-agrees-to-pay-127-million-to-resolve-allegations-of-false-claims-for-anti-overdose-drug/,U.S. Department of Justice
"Quincy Woman Arrested, Arraigned for Scheme to Bill Public and Private Insurance for Behavioral Health Services Not Provided",2021-11-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/quincy-woman-arrested-arraigned-for-scheme-to-bill-public-and-private-insurance-for-behavioral-health-services-not-provided/,Massachusetts Attorney General
Dr. Emad Bishai and Woodlands Pain Institute Agreed to Be Excluded for 7 Years for Causing the Submission of False Claims for Neuro-Stimulators,2021-11-08,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/dr-emad-bishai-and-woodlands-pain-institute-agreed-to-be-excluded-for-7-years-for-causing-the-submission-of-false-claims-for-neuro-stimulators/,No agency found
Maryland Woman Sentenced to Prison for Defrauding Medicaid Out of Hundreds of Thousands of Dollars,2021-11-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/maryland-woman-sentenced-to-prison-for-defrauding-medicaid-out-of-hundreds-of-thousands-of-dollars/,"U.S. Attorney’s Office, District of Columbia"
Florida Man Admits Role in $1 Million Kickback Scheme Related to Genetic Testing,2021-11-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/florida-man-admits-role-in-1-million-kickback-scheme-related-to-genetic-testing/,"U.S. Attorney’s Office, District of New Jersey"
Medical Device Company Arthrex to Pay $16 Million to Resolve Kickback Allegations,2021-11-08,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-device-company-arthrex-to-pay-16-million-to-resolve-kickback-allegations/,U.S. Department of Justice
Two Sentenced To Federal Prison For Health Care Fraud,2021-11-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-sentenced-to-federal-prison-for-health-care-fraud/,"U.S. Attorney’s Office, Middle District of Florida"
"Metcare Rx and Eastchester Pharmacy Agreed to Pay $112,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Individual Excluded from New York Medicaid",2021-11-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/metcare-rx-and-eastchester-pharmacy-agreed-to-pay-112000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-individual-excluded-from-new-york-medicaid/,No agency found
Visiting Nurse Association and Hospice of Vermont and New Hampshire Agreed to Pay $2.3 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Home Health That Lacked Proper Orders,2021-11-05,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/visiting-nurse-association-and-hospice-of-vermont-and-new-hampshire-agreed-to-pay-23-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-home-health-that-lacked-proper-orders/,No agency found
Monmouth County Doctor Charged with Accepting Bribes and Kickbacks from Pharmaceutical Company in Exchange for Unlawfully Prescribing Fentanyl,2021-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/monmouth-county-doctor-charged-with-accepting-bribes-and-kickbacks-from-pharmaceutical-company-in-exchange-for-unlawfully-prescribing-fentanyl/,"Attorney’s Office, District of New Jersey"
South Florida Addiction Treatment Facility Operators Convicted in $112 Million Addiction Treatment Fraud Scheme,2021-11-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-florida-addiction-treatment-facility-operators-convicted-in-112-million-addiction-treatment-fraud-scheme/,Department of Justice
RUTLEDGE ANNOUNCES WIFE OF CONWAY EYE DOCTOR CONVICTED OF MEDICAID FRAUD,2021-11-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutledge-announces-wife-of-conway-eye-doctor-convicted-of-medicaid-fraud/,Arkansas Attorney General
Arkansas Man Charged in $100 Million COVID-19 Health Care Fraud Scheme,2021-11-03,COVID-19 and Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arkansas-man-charged-in-100-million-covid-19-health-care-fraud-scheme/,U.S. Department of Justice
Pharmacy Owner Sentenced to 41 Months in Prison for Role in Multimillion-Dollar Illegal Kickback Scheme and Evading Taxes on Over $33 Million of Income,2021-11-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-to-41-months-in-prison-for-role-in-multimillion-dollar-illegal-kickback-scheme-and-evading-taxes-on-over-33-million-of-income/,"U.S. Attorney’s Office, District of New Jersey"
Physical Therapy Provider to Pay $4 Million to Resolve Alleged False Claims Act Violations,2021-10-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/physical-therapy-provider-to-pay-4-million-to-resolve-alleged-false-claims-act-violations/,"U.S. Attorney’s Office, District of Minnesota"
Kings County Man Indicted for Submitting Over $10 Million in Fraudulent Claims for Diagnostic Sleep Tests to Medicare,2021-10-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/kings-county-man-indicted-for-submitting-over-10-million-in-fraudulent-claims-for-diagnostic-sleep-tests-to-medicare/,"U.S. Attorney’s Office, Eastern District of California"
"Carolina Behavioral Care Agreed to Pay $23,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services",2021-10-27,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/carolina-behavioral-care-agreed-to-pay-23000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/,No agency found
"Pediatric Associates, Samir Mullick, MD, SC and Dr. Samir Mullick Agree To Pay Over $700,000 To Resolve False Claims Act Allegations",2021-10-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pediatric-associates-samir-mullick-md-sc-and-dr-samir-mullick-agree-to-pay-over-700000-to-resolve-false-claims-act-allegations/,"U.S. Attorney’s Office, Eastern District of Wisconsin"
"Pettis County Ambulance District Agreed to Pay $690,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Emergency Transports Which Were Non-Emergency Hospital-to-Hospital Transports",2021-10-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pettis-county-ambulance-district-agreed-to-pay-690000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-emergency-transports-which-were-non-emergency-hospital-to-hospital-transports/,No agency found
Owner of Counseling Agency and Supervising Manager Plead Guilty to Conspiracy to Commit Healthcare Fraud Charges,2021-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-counseling-agency-and-supervising-manager-plead-guilty-to-conspiracy-to-commit-healthcare-fraud-charges/,"U.S. Attorney’s Office, Western District of Louisiana"
"Former Pittsburgh-area Doctor Pleads Guilty to Unlawfully Prescribing Opioids in Exchange for Sex, Health Care Fraud",2021-10-26,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-pittsburgh-area-doctor-pleads-guilty-to-unlawfully-prescribing-opioids-in-exchange-for-sex-health-care-fraud/,Western District of Pennsylvania
Attorney General Moody Announces Arrest of Caregiver Abusing Florida Seniors,2021-10-26,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-caregiver-abusing-florida-seniors/,Florida Attorney General
Doctor and Owner of Medical Practice Indicted for Health Care Fraud,2021-10-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-and-owner-of-medical-practice-indicted-for-health-care-fraud/,"U.S. Attorney’s Office, District of Arizona"
Connecticut Man Guilty of Sex-Trafficking During Miami SuperBowl,2021-10-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-man-guilty-of-sex-trafficking-during-miami-superbowl/,"U.S. Attorney’s Office, Southern District of Florida"
Texas Pain Management Physicians Agree to Pay $3.9 Million to Resolve Allegations Relating to Unnecessary Urine Drug Testing,2021-10-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/texas-pain-management-physicians-agree-to-pay-39-million-to-resolve-allegations-relating-to-unnecessary-urine-drug-testing/,U.S. Department of Justice
Attorney General Todd Rokita marks another successful prosecution of a Medicaid fraud case,2021-10-22,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-todd-rokita-marks-another-successful-prosecution-of-a-medicaid-fraud-case/,Indiana Attorney General
"Raquel Paragas and DR Home Healthcare Agreed to Pay $112,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Improper Remuneration in Exchange for Referrals",2021-10-21,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/raquel-paragas-and-dr-home-healthcare-agreed-to-pay-112000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-improper-remuneration-in-exchange-for-referrals/,No agency found
Attorney General Bonta Announces Guilty Plea of Norco Woman Charged with Financial Elder Abuse,2021-10-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-guilty-plea-of-norco-woman-charged-with-financial-elder-abuse/,California Attorney General
ATTORNEY GENERAL RAOUL CHARGES MEDICAL EQUIPMENT COMPANY OWNER AND BILLER FOR DEFRAUDING STATE OUT OF MEDICAID FUNDING,2021-10-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-raoul-charges-medical-equipment-company-owner-and-biller-for-defrauding-state-out-of-medicaid-funding/,Illinois Attorney General
Henry Alfonso Coley Agreed to Be Excluded for 15 Years for Submitting False Consolidated Fiscal Reports to Medicaid,2021-10-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/henry-alfonso-coley-agreed-to-be-excluded-for-15-years-for-submitting-false-consolidated-fiscal-reports-to-medicaid/,No agency found
MD Labs and its Co-Founders Agree to Pay Up to $16 Million to Resolve Allegations of Fraudulent Billing,2021-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/md-labs-and-its-co-founders-agree-to-pay-up-to-16-million-to-resolve-allegations-of-fraudulent-billing/,"U.S. Attorney’s Office, District of Massachusetts"
United States reaches a $1.25 Million Settlement with South Carolina Family Practice Clinics for Billing Unnecessary Services to Federal Health Programs,2021-10-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-reaches-a-125-million-settlement-with-south-carolina-family-practice-clinics-for-billing-unnecessary-services-to-federal-health-programs/,"U.S. Attorney’s Office, District of South Carolina"
CASE UPDATE: WEST PHILADELPHIA DOCTOR PLEADS TO PRESCRIPTION PRACTICES THAT LED TO THE DEATH OF PATIENT,2021-10-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/case-update-west-philadelphia-doctor-pleads-to-prescription-practices-that-led-to-the-death-of-patient/,Pennsylvania Attorney General
